SALA DE REUNIONES DIQBT-FCFM	FCFM	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3016
Seminario 3er piso-Edificio Física	Edificio Física	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3017
Laboratorio Computacional Depto. Mecánica-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3018
Seminario 1 Oriente-Edificio Física	Edificio Física	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3019
Seminario 2 Poniente-Edificio Física	Edificio Física	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3020
Auditorio 779-Edificio Ingeniería Industrial	Edificio Ingeniería Industrial	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3021
sala de reuniones del laboratorio de materia fuera del equilibrio-Edificio Física	Edificio Física	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3022
Sala de seminarios del tercer piso del DFI-Edificio Física	Edificio Física	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3023
HALL SUR-FCFM	FCFM	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3024
N20-Edificio Escuela	Edificio Escuela	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3025
MI-1 - Depto Minas-Edificio Química	Edificio Química	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3026
LAB. COMPUTACION DOCENTE DIE-Edificio Eléctrica	Edificio Eléctrica	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3027
Sala Computadores 4º piso Mecánica-Edificio Central	Edificio Central	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3028
Sala Seminario 3º Piso Depto. Física-Edificio Física	Edificio Física	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3029
Sala Reuniones Piso 8 Decanato-FCFM	FCFM	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3030
Auditorio Beauchef 851 - Enrique d'Etigny Lyon-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3031
Sala de Vidrio-Edificio Geología	Edificio Geología	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3032
B02-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3033
B03-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3034
B04-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3035
B05-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3036
B06-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3037
B07-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3038
B08-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3039
Gimnasio Pesas-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3040
Multiuso B.P.-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3041
Sala Aerobica-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3042
Dojo-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3043
Gimnasio 1-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3044
Gimnasio 2-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3045
Piscina Beauchef 851-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3046
Sala de Juegos-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3047
Sala de Artes-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3048
Depto. Computación-Edificio Computación	Edificio Computación	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3049
Hall Central Beauchef 851-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3050
Explanada-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3051
IM-1-Edificio Química	Edificio Química	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3052
J. von Newman del 7°piso del CMM-Edificio Computación	Edificio Computación	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3053
Sala de Musica-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3054
Sala de Reuniones 234, 2do piso-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3058
Sala 417-Edificio Central	Edificio Central	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3062
Cafeteria-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3066
Sala Beauchef 851-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3070
Gimnasio Basquetbol-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3074
Cancha Futsal - Tenis - Balonmano-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3078
Cancha Voleibol - Básquetbol-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3082
Edificio Industria 779-Edificio Ingeniería Industrial	Edificio Ingeniería Industrial	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3086
Sala Edificio DII - Beauchef 851-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3090
Sala 4to piso torre central-Edificio Central	Edificio Central	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3094
Sala Seminario 4°piso DIM-Edificio Computación	Edificio Computación	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3098
FabLab-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3102
Sala de Post Grado de Física Oriente-Edificio Física	Edificio Física	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3106
LMC 4to piso, mecánica-Beauchef 851	Beauchef 851	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3110
Sala 439 DIM-Edificio Computación	Edificio Computación	https://ucampus.uchile.cl/m/fcfm_eventos/objeto?objeto=sala-3114
